 "subject" , "catalog" , "count" ,
 "ELEC" , "6241" , "3" ,
 "ELEC" , "6251" , "2" ,
 "ELEC" , "6261" , "7" ,
 "ELEC" , "6271" , "5" ,
 "ELEC" , "6281" , "5" ,
 "ELEC" , "6301" , "7" ,
 "ELEC" , "6311" , "1" ,
 "ELEC" , "6341" , "15" ,
 "ELEC" , "6351" , "6" ,
 "ELEC" , "6361" , "3" ,
 "ELEC" , "6371" , "4" ,
 "ELEC" , "6381" , "7" ,
 "ELEC" , "6391" , "16" ,
 "ELEC" , "6411" , "5" ,
 "ELEC" , "6421" , "11" ,
 "ELEC" , "6431" , "4" ,
 "ELEC" , "6461" , "3" ,
 "ELEC" , "6481" , "4" ,
 "ELEC" , "6491" , "4" ,
 "ELEC" , "6601" , "6" ,
 "ELEC" , "6611" , "4" ,
 "ELEC" , "6621" , "5" ,
 "ELEC" , "6631" , "5" ,
 "ELEC" , "6651" , "9" ,
 "ELEC" , "6661" , "4" ,
 "ELEC" , "6671" , "3" ,
 "ELEC" , "6831" , "4" ,
 "ELEC" , "6841" , "7" ,
 "ELEC" , "6851" , "5" ,
 "ELEC" , "6861" , "5" ,
 "ELEC" , "6871" , "4" ,
 "ELEC" , "6881" , "8" ,
 "ELEC" , "6891" , "5" ,
 "ELEC" , "6961" , "4" ,
 "ELEC" , "7151" , "4" ,
 "ELEC" , "7441" , "4" ,
 "ELEC" , "7451" , "4" ,
 "EMBA" , "600" , "4" ,
 "EMBA" , "601" , "4" ,
 "EMBA" , "610" , "8" ,
 "EMBA" , "611" , "4" ,
 "EMBA" , "612" , "6" ,
 "EMBA" , "613" , "3" ,
 "EMBA" , "615" , "7" ,
 "EMBA" , "620" , "8" ,
 "EMBA" , "621" , "5" ,
 "EMBA" , "622" , "6" ,
 "EMBA" , "623" , "9" ,
 "EMBA" , "625" , "5" ,
 "EMBA" , "630" , "7" ,
 "EMBA" , "631" , "5" ,
 "EMBA" , "632" , "5" ,
 "EMBA" , "633" , "9" ,
 "EMBA" , "635" , "7" ,
 "EMBA" , "640" , "3" ,
 "EMBA" , "641" , "4" ,
 "EMBA" , "642" , "5" ,
 "EMBA" , "643" , "10" ,
 "EMBA" , "645" , "6" ,
 "EMBA" , "646" , "3" ,
 "EMBA" , "676" , "2" ,
 "EMBA" , "681" , "5" ,
 "EMBA" , "682" , "4" ,
 "EMBA" , "685" , "6" ,
 "EMBA" , "687" , "2" ,
 "EMBA" , "690" , "5" ,
 "EMBA" , "693A" , "3" ,
 "EMBA" , "693B" , "4" ,
 "EMBA" , "694" , "5" ,
 "EMBA" , "697" , "5" ,
 "EMBA" , "698A" , "5" ,
 "EMBA" , "698B" , "4" ,
 "EMBA" , "699" , "1" ,
 "ENCS" , "272" , "10" ,
 "ENCS" , "282" , "12" ,
 "ENCS" , "393" , "3" ,
 "ENCS" , "483" , "5" ,
 "ENCS" , "484" , "6" ,
 "ENCS" , "485" , "8" ,
 "ENCS" , "498" , "3" ,
 "ENCS" , "691" , "16" ,
 "ENCS" , "5721" , "7" ,
 "ENCS" , "6001" , "2" ,
 "ENCS" , "6021" , "9" ,
 "ENCS" , "6041" , "5" ,
 "ENCS" , "6042" , "1" ,
 "ENCS" , "6043" , "9" ,
 "ENCS" , "6044" , "8" ,
 "ENCS" , "6111" , "9" ,
 "ENCS" , "6161" , "7" ,
 "ENCS" , "6181" , "8" ,
 "ENCS" , "6191" , "5" ,
 "ENCS" , "6721" , "6" ,
 "ENCS" , "6811" , "9" ,
 "ENCS" , "6821" , "2" ,
 "ENCS" , "691K" , "3" ,
 "ENCS" , "6931" , "5" ,
 "ENCS" , "8011" , "10" ,
 "ENCS" , "8511" , "7" ,
 "ENGL" , "206" , "8" ,
 "ENGL" , "207" , "7" ,
 "ENGL" , "210" , "2" ,
 "ENGL" , "212" , "2" ,
 "ENGL" , "213" , "2" ,
 "ENGL" , "214" , "3" ,
 "ENGL" , "215" , "5" ,
 "ENGL" , "216" , "3" ,
 "ENGL" , "224" , "8" ,
 "ENGL" , "225" , "5" ,
 "ENGL" , "226" , "5" ,
 "ENGL" , "227" , "7" ,
 "ENGL" , "231" , "4" ,
 "ENGL" , "233" , "4" ,
 "ENGL" , "234" , "6" ,
 "ENGL" , "235" , "7" ,
 "ENGL" , "237" , "6" ,
 "ENGL" , "238" , "7" ,
 "ENGL" , "239" , "4" ,
 "ENGL" , "240" , "5" ,
 "ENGL" , "241" , "2" ,
 "ENGL" , "243" , "4" ,
 "ENGL" , "244" , "6" ,
 "ENGL" , "246" , "6" ,
 "ENGL" , "249" , "1" ,
 "ENGL" , "250" , "6" ,
 "ENGL" , "251" , "8" ,
 "ENGL" , "252" , "7" ,
 "ENGL" , "255" , "12" ,
 "ENGL" , "260" , "4" ,
 "ENGL" , "261" , "14" ,
 "ENGL" , "262" , "10" ,
 "ENGL" , "298" , "4" ,
 "ENGL" , "299" , "1" ,
 "ENGL" , "302" , "3" ,
 "ENGL" , "303" , "4" ,
 "ENGL" , "304" , "2" ,
 "ENGL" , "305" , "3" ,
 "ENGL" , "306" , "8" ,
 "ENGL" , "307" , "5" ,
 "ENGL" , "310" , "5" ,
 "ENGL" , "311" , "5" ,
 "ENGL" , "316" , "7" ,
 "ENGL" , "317" , "2" ,
 "ENGL" , "318" , "3" ,
 "ENGL" , "319" , "2" ,
 "ENGL" , "320" , "4" ,
 "ENGL" , "321" , "5" ,
 "ENGL" , "322" , "7" ,
 "ENGL" , "324" , "4" ,
 "ENGL" , "326" , "3" ,
 "ENGL" , "327" , "7" ,
 "ENGL" , "329" , "9" ,
 "ENGL" , "331" , "5" ,
 "ENGL" , "332" , "6" ,
 "ENGL" , "333" , "5" ,
 "ENGL" , "334" , "2" ,
 "ENGL" , "335" , "5" ,
 "ENGL" , "336" , "4" ,
 "ENGL" , "337" , "3" ,
 "ENGL" , "338" , "3" ,
 "ENGL" , "340" , "2" ,
 "ENGL" , "341" , "6" ,
 "ENGL" , "342" , "8" ,
 "ENGL" , "344" , "11" ,
 "ENGL" , "345" , "4" ,
 "ENGL" , "347" , "7" ,
 "ENGL" , "348" , "4" ,
 "ENGL" , "349" , "6" ,
 "ENGL" , "350" , "11" ,
 "ENGL" , "351" , "3" ,
 "ENGL" , "352" , "4" ,
 "ENGL" , "353" , "6" ,
 "ENGL" , "354" , "10" ,
 "ENGL" , "355" , "9" ,
 "ENGL" , "356" , "8" ,
 "ENGL" , "357" , "5" ,
 "ENGL" , "359" , "5" ,
 "ENGL" , "360" , "2" ,
 "ENGL" , "361" , "5" ,
 "ENGL" , "362" , "7" ,
 "ENGL" , "363" , "5" ,
 "ENGL" , "364" , "10" ,
 "ENGL" , "364N" , "5" ,
 "ENGL" , "365" , "1" ,
 "ENGL" , "366" , "6" ,
 "ENGL" , "367" , "5" ,
 "ENGL" , "368" , "5" ,
 "ENGL" , "369" , "8" ,
 "ENGL" , "370" , "8" ,
 "ENGL" , "373" , "3" ,
 "ENGL" , "374" , "8" ,
 "ENGL" , "376" , "5" ,
 "ENGL" , "377" , "4" ,
 "ENGL" , "378" , "5" ,
 "ENGL" , "380" , "3" ,
 "ENGL" , "381" , "6" ,
 "ENGL" , "382" , "2" ,
 "ENGL" , "383" , "6" ,
 "ENGL" , "384" , "15" ,
 "ENGL" , "386" , "2" ,
 "ENGL" , "387" , "3" ,
 "ENGL" , "388" , "3" ,
 "ENGL" , "389" , "7" ,
 "ENGL" , "391" , "5" ,
 "ENGL" , "392" , "5" ,
 "ENGL" , "393" , "7" ,
 "ENGL" , "394" , "13" ,
 "ENGL" , "395" , "9" ,
 "ENGL" , "396" , "5" ,
 "ENGL" , "397" , "9" ,
 "ENGL" , "398" , "4" ,
 "ENGL" , "399" , "3" ,
 "ENGL" , "414" , "10" ,
 "ENGL" , "415" , "12" ,
 "ENGL" , "416" , "4" ,
 "ENGL" , "417" , "12" ,
 "ENGL" , "428" , "5" ,
 "ENGL" , "429" , "2" ,
 "ENGL" , "430" , "3" ,
 "ENGL" , "432" , "8" ,
 "ENGL" , "434" , "2" ,
 "ENGL" , "435" , "5" ,
 "ENGL" , "436" , "2" ,
 "ENGL" , "437" , "6" ,
 "ENGL" , "440" , "6" ,
 "ENGL" , "441" , "6" ,
 "ENGL" , "443" , "3" ,
 "ENGL" , "444" , "7" ,
 "ENGL" , "446" , "2" ,
 "ENGL" , "447" , "9" ,
 "ENGL" , "449" , "2" ,
 "ENGL" , "450" , "3" ,
 "ENGL" , "451" , "5" ,
 "ENGL" , "453" , "6" ,
 "ENGL" , "454" , "2" ,
 "ENGL" , "455" , "6" ,
 "ENGL" , "470" , "6" ,
 "ENGL" , "474" , "9" ,
 "ENGL" , "480" , "10" ,
 "ENGL" , "486" , "6" ,
 "ENGL" , "490" , "3" ,
 "ENGL" , "498" , "2" ,
 "ENGL" , "499" , "3" ,
 "ENGL" , "588" , "6" ,
 "ENGL" , "589" , "4" ,
 "ENGL" , "598" , "3" ,
 "ENGL" , "599" , "6" ,
 "ENGL" , "600" , "3" ,
 "ENGL" , "601" , "6" ,
 "ENGL" , "602" , "5" ,
 "ENGL" , "603" , "4" ,
 "ENGL" , "604" , "1" ,
 "ENGL" , "605" , "10" ,
 "ENGL" , "606" , "4" ,
 "ENGL" , "607" , "3" ,
 "ENGL" , "608" , "6" ,
 "ENGL" , "609" , "4" ,
 "ENGL" , "610" , "7" ,
 "ENGL" , "611" , "4" ,
 "ENGL" , "612" , "6" ,
 "ENGL" , "613" , "2" ,
 "ENGL" , "614" , "5" ,
 "ENGL" , "615" , "3" ,
 "ENGL" , "616" , "6" ,
 "ENGL" , "617" , "4" ,
 "ENGL" , "618" , "3" ,
 "ENGL" , "619" , "7" ,
 "ENGL" , "619A" , "7" ,
 "ENGL" , "620" , "4" ,
 "ENGL" , "621" , "5" ,
 "ENGL" , "623" , "3" ,
 "ENGL" , "624" , "6" ,
 "ENGL" , "625" , "7" ,
 "ENGL" , "626" , "5" ,
 "ENGL" , "627" , "5" ,
 "ENGL" , "628" , "3" ,
 "ENGL" , "629" , "5" ,
 "ENGL" , "630" , "7" ,
 "ENGL" , "631" , "4" ,
 "ENGL" , "632" , "5" ,
 "ENGL" , "633" , "3" ,
 "ENGL" , "634" , "5" ,
 "ENGL" , "635" , "4" ,
 "ENGL" , "636" , "6" ,
 "ENGL" , "637" , "3" ,
 "ENGL" , "639" , "2" ,
 "ENGL" , "640" , "6" ,
 "ENGL" , "645" , "4" ,
 "ENGL" , "646" , "6" ,
 "ENGL" , "647" , "4" ,
 "ENGL" , "648" , "2" ,
 "ENGL" , "650" , "5" ,
 "ENGL" , "651" , "5" ,
 "ENGL" , "652" , "4" ,
 "ENGL" , "655" , "5" ,
 "ENGL" , "656" , "2" ,
 "ENGL" , "657" , "4" ,
 "ENGL" , "658" , "1" ,
 "ENGL" , "659" , "8" ,
 "ENGL" , "660" , "5" ,
 "ENGL" , "661" , "3" ,
 "ENGL" , "662" , "2" ,
 "ENGL" , "663" , "9" ,
 "ENGL" , "664" , "5" ,
 "ENGL" , "665" , "6" ,
 "ENGL" , "666" , "4" ,
 "ENGL" , "667" , "4" ,
 "ENGL" , "668" , "6" ,
 "ENGL" , "669" , "5" ,
 "ENGL" , "670" , "8" ,
 "ENGL" , "671" , "6" ,
 "ENGL" , "672" , "3" ,
 "ENGL" , "673" , "7" ,
 "ENGL" , "674" , "6" ,
 "ENGL" , "678" , "6" ,
 "ENGL" , "679" , "8" ,
 "ENGL" , "688" , "5" ,
 "ENGL" , "689" , "4" ,
 "ENGL" , "690" , "2" ,
 "ENGL" , "692" , "3" ,
 "ENGL" , "693" , "7" ,
 "ENGL" , "694" , "7" ,
 "ENGL" , "800" , "8" ,
 "ENGL" , "801" , "4" ,
 "ENGL" , "802" , "6" ,
 "ENGL" , "803" , "6" ,
 "ENGL" , "804" , "4" ,
 "ENGL" , "890" , "1" ,
 "ENGL" , "891" , "8" ,
 "ENGL" , "892" , "3" ,
 "ENGL" , "895" , "4" ,
 "ENGR" , "108" , "11" ,
 "ENGR" , "201" , "12" ,
 "ENGR" , "202" , "2" ,
 "ENGR" , "208" , "5" ,
 "ENGR" , "213" , "20" ,
 "ENGR" , "233" , "13" ,
 "ENGR" , "242" , "7" ,
 "ENGR" , "243" , "12" ,
 "ENGR" , "244" , "22" ,
 "ENGR" , "245" , "14" ,
 "ENGR" , "251" , "11" ,
 "ENGR" , "290" , "10" ,
 "ENGR" , "301" , "6" ,
 "ENGR" , "308" , "2" ,
 "ENGR" , "311" , "9" ,
 "ENGR" , "361" , "7" ,
 "ENGR" , "371" , "11" ,
 "ENGR" , "391" , "10" ,
 "ENGR" , "392" , "4" ,
 "ENGR" , "411" , "4" ,
 "ENGR" , "412" , "4" ,
 "ENGR" , "472" , "14" ,
 "ENGR" , "490" , "2" ,
 "ENGR" , "498" , "6" ,
 "ENGR" , "690" , "3" ,
 "ENGR" , "691" , "7" ,
 "ENGR" , "692" , "6" ,
 "ENGR" , "790" , "6" ,
 "ENGR" , "891" , "11" ,
 "ENGR" , "6121" , "10" ,
 "ENGR" , "6131" , "3" ,
 "ENGR" , "6141" , "4" ,
 "ENGR" , "6151" , "3" ,
 "ENGR" , "6161" , "5" ,
 "ENGR" , "6191" , "2" ,
 "ENGR" , "6201" , "3" ,
 "ENGR" , "6221" , "12" ,
 "ENGR" , "6231" , "3" ,
 "ENGR" , "6241" , "1" ,
 "ENGR" , "6251" , "8" ,
 "ENGR" , "6261" , "7" ,
 "ENGR" , "6281" , "7" ,
 "ENGR" , "6291" , "6" ,
 "ENGR" , "6301" , "6" ,
 "ENGR" , "6311" , "4" ,
 "ENGR" , "6411" , "5" ,
 "ENGR" , "6412" , "3" ,
 "ENGR" , "6421" , "7" ,
 "ENGR" , "6461" , "5" ,
 "ENGR" , "6471" , "1" ,
 "ENGR" , "6511" , "9" ,
 "ENGR" , "6531" , "4" ,
 "ENGR" , "6541" , "2" ,
 "ENGR" , "6571" , "8" ,
 "ENGR" , "6581" , "4" ,
 "ENGR" , "6601" , "6" ,
 "ENGR" , "6811" , "6" ,
 "ENGR" , "6971" , "6" ,
 "ENGR" , "6981" , "7" ,
 "ENGR" , "6991" , "6" ,
 "ENGR" , "7011" , "5" ,
 "ENGR" , "7121" , "6" ,
 "ENGR" , "7181" , "5" ,
 "ENGR" , "7331" , "12" ,
 "ENGR" , "7401" , "10" ,
 "ENGR" , "7461" , "5" ,
 "ENGR" , "7501" , "10" ,
 "ENGR" , "7521" , "12" ,
 "ENGR" , "7961" , "8" ,
 "ENGR" , "8901" , "6" ,
 "ENGR" , "8911" , "5" ,
 "ENGZ" , "224" , "8" ,
 "ENGZ" , "298" , "2" ,
 "ENVS" , "598" , "1" ,
 "ENVS" , "601" , "6" ,
 "ENVS" , "603" , "4" ,
 "ENVS" , "605" , "4" ,
 "ENVS" , "606" , "3" ,
 "ENVS" , "608" , "6" ,
 "ENVS" , "620" , "11" ,
 "ENVS" , "652" , "3" ,
 "ENVS" , "653" , "12" ,
 "ENVS" , "662" , "5" ,
 "ENVS" , "663" , "9" ,
 "ENVS" , "664" , "3" ,
 "ENVS" , "667" , "5" ,
 "ENVS" , "668" , "7" ,
 "ENVS" , "695" , "6" ,
 "ENVS" , "696" , "3" ,
 "ESL" , "202" , "3" ,
 "ESL" , "204" , "1" ,
 "ESL" , "205" , "7" ,
 "ESL" , "206" , "8" ,
 "ESL" , "290" , "8" ,
 "ESL" , "298" , "4" ,
 "ESTU" , "601" , "3" ,
 "ESTU" , "602" , "1" ,
 "ESTU" , "604" , "3" ,
 "ESTU" , "606" , "3" ,
 "ESTU" , "608" , "3" ,
 "ESTU" , "611" , "6" ,
 "ESTU" , "612" , "6" ,
 "ESTU" , "613" , "7" ,
 "ESTU" , "615" , "7" ,
 "ESTU" , "628" , "2" ,
 "ESTU" , "631" , "1" ,
 "ESTU" , "632" , "4" ,
 "ESTU" , "633" , "6" ,
 "ESTU" , "635" , "2" ,
 "ESTU" , "640" , "4" ,
 "ESTU" , "641" , "2" ,
 "ESTU" , "642" , "4" ,
 "ESTU" , "644" , "7" ,
 "ESTU" , "645" , "2" ,
 "ESTU" , "648" , "7" ,
 "ESTU" , "652" , "5" ,
 "ESTU" , "653" , "4" ,
 "ESTU" , "654" , "9" ,
 "ESTU" , "670" , "8" ,
 "ESTU" , "671" , "3" ,
 "ESTU" , "672" , "7" ,
 "ESTU" , "674" , "4" ,
 "ESTU" , "675" , "3" ,
 "ESTU" , "676" , "2" ,
 "ESTU" , "677" , "3" ,
 "ESTU" , "680" , "5" ,
 "ESTU" , "681" , "2" ,
 "ESTU" , "682" , "4" ,
 "ESTU" , "690" , "2" ,
 "ESTU" , "692" , "5" ,
 "ETEC" , "507" , "7" ,
 "ETEC" , "513" , "3" ,
 "ETEC" , "515" , "5" ,
 "ETEC" , "516" , "3" ,
 "ETEC" , "535" , "7" ,
 "ETEC" , "536" , "9" ,
 "ETEC" , "537" , "6" ,
 "ETEC" , "540" , "7" ,
 "ETEC" , "541" , "11" ,
 "ETEC" , "550" , "9" ,
 "ETEC" , "551" , "12" ,
 "ETEC" , "552" , "17" ,
 "ETEC" , "560" , "7" ,
 "ETEC" , "562" , "9" ,
 "ETEC" , "565" , "5" ,
 "ETEC" , "569" , "11" ,
 "ETEC" , "571" , "5" ,
 "ETEC" , "572" , "6" ,
 "ETEC" , "573" , "5" ,
 "ETEC" , "576" , "2" ,
 "ETEC" , "580" , "8" ,
 "ETEC" , "581" , "2" ,
 "ETEC" , "590" , "11" ,
 "ETEC" , "593" , "3" ,
 "ETEC" , "593K" , "6" ,
 "ETEC" , "595" , "1" ,
 "ETEC" , "607" , "6" ,
 "ETEC" , "613" , "5" ,
 "ETEC" , "616" , "9" ,
 "ETEC" , "635" , "3" ,
 "ETEC" , "636" , "2" ,
 "ETEC" , "637" , "10" ,
 "ETEC" , "640" , "7" ,
 "ETEC" , "641" , "7" ,
 "ETEC" , "650" , "13" ,
 "ETEC" , "651" , "10" ,
 "ETEC" , "652" , "1" ,
 "ETEC" , "660" , "5" ,
 "ETEC" , "662" , "6" ,
 "ETEC" , "665" , "10" ,
 "ETEC" , "669" , "16" ,
 "ETEC" , "671" , "3" ,
 "ETEC" , "672" , "6" ,
 "ETEC" , "673" , "9" ,
 "ETEC" , "676" , "9" ,
 "ETEC" , "680" , "6" ,
 "ETEC" , "681" , "3" ,
 "ETEC" , "690" , "8" ,
 "ETEC" , "691" , "5" ,
 "ETEC" , "692" , "6" ,
 "ETEC" , "693" , "3" ,
 "ETEC" , "695" , "7" ,
 "ETEC" , "715" , "3" ,
 "ETEC" , "790" , "6" ,
 "ETEC" , "791" , "6" ,
 "ETEC" , "792" , "5" ,
 "ETEC" , "792B" , "7" ,
 "ETEC" , "795" , "4" ,
 "ETEC" , "796" , "6" ,
 "ETEC" , "796B" , "6" ,
 "ETEC" , "812" , "8" ,
 "ETEC" , "813" , "3" ,
 "ETEC" , "831" , "5" ,
 "ETEC" , "842" , "7" ,
 "ETEC" , "890" , "5" ,
 "ETEC" , "891" , "7" ,
 "ETEC" , "895" , "6" ,
 "EXCI" , "202" , "4" ,
 "EXCI" , "204" , "15" ,
 "EXCI" , "206" , "11" ,
 "EXCI" , "210" , "4" ,
 "EXCI" , "218" , "4" ,
 "EXCI" , "233" , "5" ,
 "EXCI" , "250" , "2" ,
 "EXCI" , "251" , "10" ,
 "EXCI" , "252" , "7" ,
 "EXCI" , "253" , "12" ,
 "EXCI" , "254" , "12" ,
 "EXCI" , "257" , "6" ,
 "EXCI" , "258" , "30" ,
 "EXCI" , "259" , "19" ,
 "EXCI" , "298" , "3" ,
 "EXCI" , "310" , "6" ,
 "EXCI" , "322" , "3" ,
 "EXCI" , "323" , "6" ,
 "EXCI" , "351" , "9" ,
 "EXCI" , "352" , "13" ,
 "EXCI" , "355" , "7" ,
 "EXCI" , "357" , "9" ,
 "EXCI" , "358" , "14" ,
 "EXCI" , "360" , "6" ,
 "EXCI" , "380" , "6" ,
 "EXCI" , "383" , "4" ,
 "EXCI" , "398" , "7" ,
 "EXCI" , "415" , "5" ,
 "EXCI" , "420" , "6" ,
 "EXCI" , "421" , "3" ,
 "EXCI" , "422" , "3" ,
 "EXCI" , "423" , "4" ,
 "EXCI" , "424" , "8" ,
 "EXCI" , "425" , "6" ,
 "EXCI" , "426" , "7" ,
 "EXCI" , "445" , "6" ,
 "EXCI" , "450" , "8" ,
 "EXCI" , "451" , "1" ,
 "EXCI" , "453" , "5" ,
 "EXCI" , "455" , "7" ,
 "EXCI" , "458" , "2" ,
 "EXCI" , "460" , "26" ,
 "EXCI" , "461" , "3" ,
 "EXCI" , "471" , "1" ,
 "EXCI" , "483" , "5" ,
 "EXCI" , "492" , "8" ,
 "EXCI" , "493" , "8" ,
 "EXCI" , "497" , "3" ,
 "EXCI" , "498" , "2" ,
 "EXCI" , "499" , "3" ,
 "EXCI" , "598" , "3" ,
 "EXCI" , "610" , "4" ,
 "EXCI" , "612" , "6" ,
 "EXCI" , "624" , "6" ,
 "EXCI" , "626" , "2" ,
 "EXCI" , "670" , "3" ,
 "EXCI" , "680" , "4" ,
 "EXCI" , "690" , "2" ,
 "EXCI" , "698" , "2" ,
 "EXCZ" , "251" , "10" ,
 "EXCZ" , "298" , "4" ,
 "FASS" , "293" , "5" ,
 "FASS" , "392" , "10" ,
 "FBRS" , "240" , "3" ,
 "FBRS" , "260" , "2" ,
 "FBRS" , "341" , "4" ,
 "FBRS" , "361" , "5" ,
 "FBRS" , "371" , "4" ,
 "FBRS" , "372" , "1" ,
 "FBRS" , "385" , "3" ,
 "FBRS" , "386" , "4" ,
 "FBRS" , "395" , "8" ,
 "FBRS" , "396" , "6" ,
 "FBRS" , "397" , "5" ,
 "FBRS" , "398" , "2" ,
 "FBRS" , "450" , "10" ,
 "FBRS" , "451" , "6" ,
 "FBRS" , "452" , "5" ,
 "FBRS" , "480" , "5" ,
 "FBRS" , "481" , "6" ,
 "FBRS" , "482" , "7" ,
 "FBRS" , "610" , "6" ,
 "FBRS" , "611" , "5" ,
 "FBRS" , "612" , "7" ,
 "FBRS" , "613" , "4" ,
 "FFAR" , "250" , "14" ,
 "FFAR" , "254" , "14" ,
 "FFAR" , "255" , "2" ,
 "FFAR" , "256" , "1" ,
 "FFAR" , "257" , "4" ,
 "FFAR" , "290" , "9" ,
 "FFAR" , "291" , "4" ,
 "FFAR" , "298" , "5" ,
 "FFAR" , "398" , "5" ,
 "FFAR" , "399" , "4" ,
 "FFAZ" , "398" , "4" ,
 "FINA" , "200" , "7" ,
 "FINA" , "210" , "7" ,
 "FINA" , "230" , "5" ,
 "FINA" , "310" , "9" ,
 "FINA" , "320" , "20" ,
 "FINA" , "370" , "15" ,
 "FINA" , "382" , "14" ,
 "FINA" , "385" , "9" ,
 "FINA" , "395" , "6" ,
 "FINA" , "402" , "3" ,
 "FINA" , "405" , "10" ,
 "FINA" , "408" , "6" ,
 "FINA" , "409" , "4" ,
 "FINA" , "410" , "5" ,
 "FINA" , "411" , "4" ,
 "FINA" , "412" , "6" ,
 "FINA" , "413" , "3" ,
 "FINA" , "415" , "3" ,
 "FINA" , "416" , "8" ,
 "FINA" , "420" , "13" ,
 "FINA" , "450" , "11" ,
 "FINA" , "455" , "9" ,
 "FINA" , "465" , "6" ,
 "FINA" , "470" , "5" ,
 "FINA" , "471" , "2" ,
 "FINA" , "481" , "1" ,
 "FINA" , "482" , "5" ,
 "FINA" , "495" , "4" ,
 "FINA" , "595" , "4" ,
 "FINA" , "620" , "3" ,
 "FINA" , "663" , "12" ,
 "FINA" , "664" , "4" ,
 "FINA" , "665" , "11" ,
 "FINA" , "682" , "2" ,
 "FINA" , "688" , "4" ,
 "FINA" , "690" , "7" ,
 "FINA" , "691" , "2" ,
 "FINA" , "695" , "6" ,
 "FINA" , "695E" , "8" ,
 "FLIT" , "220" , "6" ,
 "FLIT" , "222" , "4" ,
 "FLIT" , "230" , "12" ,
 "FLIT" , "232" , "6" ,
 "FLIT" , "240" , "3" ,
 "FLIT" , "250" , "5" ,
 "FLIT" , "280" , "4" ,
 "FLIT" , "298" , "3" ,
 "FLIT" , "300" , "6" ,
 "FLIT" , "302" , "9" ,
 "FLIT" , "303" , "4" ,
 "FLIT" , "305" , "3" ,
 "FLIT" , "308" , "6" ,
 "FLIT" , "310" , "5" ,
 "FLIT" , "312" , "3" ,
 "FLIT" , "314" , "11" ,
 "FLIT" , "316" , "8" ,
 "FLIT" , "318" , "2" ,
 "FLIT" , "319" , "10" ,
 "FLIT" , "320" , "3" ,
 "FLIT" , "321" , "6" ,
 "FLIT" , "324" , "5" ,
 "FLIT" , "339" , "11" ,
 "FLIT" , "341" , "7" ,
 "FLIT" , "343" , "5" ,
 "FLIT" , "345" , "4" ,
 "FLIT" , "349" , "8" ,
 "FLIT" , "351" , "3" ,
 "FLIT" , "360" , "3" ,
 "FLIT" , "362" , "3" ,
 "FLIT" , "363" , "7" ,
 "FLIT" , "364" , "10" ,
 "FLIT" , "365" , "3" ,
 "FLIT" , "367" , "3" ,
 "FLIT" , "371" , "12" ,
 "FLIT" , "398" , "4" ,
 "FLIT" , "404" , "7" ,
 "FLIT" , "411" , "5" ,
 "FLIT" , "413" , "4" ,
 "FLIT" , "424" , "5" ,
 "FLIT" , "433" , "6" ,
 "FLIT" , "446" , "12" ,
 "FLIT" , "447" , "6" ,
 "FLIT" , "449" , "2" ,
 "FLIT" , "451" , "2" ,
 "FLIT" , "454" , "8" ,
 "FLIT" , "456" , "7" ,
 "FLIT" , "462" , "5" ,
 "FLIT" , "464" , "1" ,
 "FLIT" , "466" , "5" ,
 "FLIT" , "468" , "8" ,
 "FLIT" , "471" , "4" ,
 "FLIT" , "472" , "13" ,
 "FLIT" , "494" , "3" ,
 "FLIT" , "495" , "1" ,
 "FLIT" , "496" , "3" ,
 "FLIT" , "498" , "4" ,
 "FLIT" , "600" , "5" ,
 "FLIT" , "601" , "3" ,
 "FLIT" , "614" , "5" ,
 "FLIT" , "615" , "5" ,
 "FLIT" , "617" , "4" ,
 "FLIT" , "619" , "5" ,
 "FLIT" , "620" , "2" ,
 "FLIT" , "621" , "3" ,
 "FLIT" , "630" , "3" ,
 "FLIT" , "640" , "7" ,
 "FLIT" , "690" , "4" ,
 "FLIT" , "690A" , "9" ,
 "FLIT" , "691" , "6" ,
 "FLIT" , "692" , "2" ,
 "FLIT" , "692A" , "6" ,
 "FLIT" , "693" , "7" ,
 "FLIT" , "693A" , "5" ,
 "FLIZ" , "230" , "12" ,
 "FLIZ" , "298" , "4" ,
 "FMAN" , "202" , "7" ,
 "FMAN" , "203" , "5" ,
 "FMAN" , "204" , "2" ,
 "FMAN" , "224" , "7" ,
 "FMAN" , "225" , "3" ,
 "FMAN" , "254" , "7" ,
 "FMAN" , "255" , "4" ,
 "FMAN" , "256" , "1" ,
 "FMAN" , "300" , "5" ,
 "FMAN" , "301" , "4" ,
 "FMAN" , "305" , "1" ,
 "FMAN" , "307" , "8" ,
 "FMAN" , "308" , "4" ,
 "FMAN" , "311" , "5" ,
 "FMAN" , "315" , "3" ,
 "FMAN" , "319" , "2" ,
 "FMAN" , "325" , "3" ,
 "FMAN" , "340" , "4" ,
 "FMAN" , "350" , "3" ,
 "FMAN" , "352" , "10" ,
 "FMAN" , "353" , "9" ,
 "FMAN" , "354" , "9" ,
 "FMAN" , "355" , "2" ,
 "FMAN" , "398" , "4" ,
 "FMAN" , "402" , "7" ,
 "FMAN" , "436" , "8" ,
 "FMAN" , "440" , "5" ,
 "FMAN" , "446" , "5" ,
 "FMAN" , "447" , "3" ,
 "FMAN" , "448" , "3" ,
 "FMAN" , "449" , "4" ,
 "FMAN" , "450" , "6" ,
 "FMAN" , "498" , "8" ,
